id	filename	md5	size	state
e173c170-b7c6-4aa9-9f34-33cd02702d75	e173c170-b7c6-4aa9-9f34-33cd02702d75/8d3d544f-6d1a-4cdc-8091-490311487ebd.rna_seq.augmented_star_gene_counts.tsv	dd39679fe62a68cd1203655864986533	4255299	validated
e24e6f7c-49c1-498e-b269-4bee014007af	e24e6f7c-49c1-498e-b269-4bee014007af/aa3d8e3d-68cb-47dc-80c0-d50917cb4878.rna_seq.augmented_star_gene_counts.tsv	86f5d92e10eb49de00d266bfe1f32d86	4248256	validated
e5016a2d-c839-4962-aa12-16b6c0e1328b	e5016a2d-c839-4962-aa12-16b6c0e1328b/9634f770-bc93-4dfa-949c-98a6da30a102.rna_seq.augmented_star_gene_counts.tsv	317294299af0bce355aa417df10f7990	4245166	validated
e914127b-20a0-4ef1-a614-06b697da648c	e914127b-20a0-4ef1-a614-06b697da648c/526d20dd-9df1-44c4-ab04-82109fafd3a3.rna_seq.augmented_star_gene_counts.tsv	6b681f4fd3ba95c41959fd633202a586	4255248	validated
eb166054-ff70-4a86-883b-9c25a7d2b0e5	eb166054-ff70-4a86-883b-9c25a7d2b0e5/6cc59c3f-0de5-4232-ab7a-7195a92e7d89.rna_seq.augmented_star_gene_counts.tsv	2ce77f34d6c915bc5ae66ccedd2b1fe3	4245622	validated
ecbec59f-397d-493c-a5f6-0dd47aea96ae	ecbec59f-397d-493c-a5f6-0dd47aea96ae/343a3d35-e60e-4326-bbf8-2bf722c22ccc.rna_seq.augmented_star_gene_counts.tsv	cf1806f88e4080e3ac00002968e56004	4241450	validated
ee89e01e-d54e-4166-a3ae-db9357639523	ee89e01e-d54e-4166-a3ae-db9357639523/207b5c1c-3710-47bd-be2c-e1307631b28f.rna_seq.augmented_star_gene_counts.tsv	a594498bf05e67008010e00632060cd8	4243826	validated
ef227e3c-7a6d-4c43-945f-c1c7b410d50b	ef227e3c-7a6d-4c43-945f-c1c7b410d50b/dbb2f12c-e200-412a-9023-0126d6d69a52.rna_seq.augmented_star_gene_counts.tsv	fe6aaaa0d49b064965f9e661f497758d	4229929	validated
f0a63361-78bb-4a7f-9d78-31f7b2980ba2	f0a63361-78bb-4a7f-9d78-31f7b2980ba2/1008e8d8-a93c-4779-80b6-1272322e7c52.rna_seq.augmented_star_gene_counts.tsv	7c75b69a65b6f1da8641783c6505586c	4224263	validated
f30b7e3e-f26d-47f7-a87f-6c1a4f074f65	f30b7e3e-f26d-47f7-a87f-6c1a4f074f65/a7bca7c2-8c54-4ad1-9deb-7f77c962bb07.rna_seq.augmented_star_gene_counts.tsv	4b87e94f6fa77db5b14428fa8d5b2de8	4253516	validated
f502949f-ca10-4617-a7ee-b8f142f7ec93	f502949f-ca10-4617-a7ee-b8f142f7ec93/3099b2a6-0d46-4404-88b0-a3689b019c38.rna_seq.augmented_star_gene_counts.tsv	d1e302ff72aeebcc716c047f1d17567b	4245653	validated
fde3b574-b9be-4dc2-a5ae-aaab8a0bbd26	fde3b574-b9be-4dc2-a5ae-aaab8a0bbd26/ca9d1ab5-ea78-46f4-9225-8147639d013c.rna_seq.augmented_star_gene_counts.tsv	57a2b56de75548702b03a3a2fbeb90b4	4252414	validated
